,domain,entity_id,serial_id
435,author,16081,435
436,author,16092,436
437,author,16094,437
438,author,16101,438
439,author,16102,439
440,author,16116,440
441,author,16122,441
442,author,16128,442
443,author,16133,443
444,author,16135,444
445,author,16142,445
446,author,16153,446
447,author,16159,447
448,author,16160,448
449,author,16162,449
450,author,16163,450
451,author,16169,451
452,author,16170,452
453,author,16186,453
454,author,16189,454
455,author,16191,455
456,author,16198,456
457,author,16200,457
458,author,16201,458
459,author,16216,459
460,author,16217,460
461,author,16224,461
462,author,16225,462
463,author,16226,463
464,author,16231,464
465,author,16245,465
466,author,16259,466
467,author,16260,467
468,author,16269,468
469,author,16270,469
470,author,16272,470
471,author,16279,471
472,author,16284,472
473,author,16285,473
474,author,16300,474
475,author,16307,475
476,author,16311,476
477,author,16317,477
478,author,16319,478
479,author,16322,479
480,author,16328,480
481,author,16330,481
482,author,16334,482
483,author,16336,483
484,author,16338,484
485,author,16342,485
486,author,16347,486
487,author,16355,487
488,author,16362,488
489,author,16363,489
490,author,16377,490
491,author,16378,491
492,author,16380,492
493,author,16394,493
494,author,16396,494
495,author,16397,495
496,author,16398,496
497,author,16399,497
498,author,16403,498
499,author,16404,499
500,author,16415,500
501,author,16416,501
502,author,16422,502
503,author,16425,503
504,author,16427,504
505,author,16431,505
506,author,16453,506
507,author,16458,507
508,author,16462,508
509,author,16463,509
510,author,16465,510
511,author,16473,511
512,author,16490,512
513,author,16496,513
514,author,16501,514
515,author,16503,515
516,author,16508,516
517,author,16515,517
518,author,16527,518
519,author,16530,519
520,author,16537,520
521,author,16541,521
522,author,16543,522
523,author,16546,523
524,author,16554,524
525,author,16559,525
526,author,16562,526
527,author,16564,527
528,author,16567,528
529,author,16571,529
530,author,16577,530
531,author,16579,531
532,author,16588,532
533,author,16589,533
534,author,16616,534
535,author,16619,535
536,author,16633,536
537,author,16635,537
538,author,16637,538
539,author,16638,539
540,author,16641,540
541,author,16648,541
542,author,16650,542
543,author,16672,543
544,author,16677,544
545,author,16678,545
546,author,16679,546
547,author,16681,547
548,author,16691,548
549,author,16692,549
550,author,16695,550
551,author,16697,551
552,author,16703,552
553,author,16708,553
554,author,16709,554
555,author,16714,555
556,author,16720,556
557,author,16721,557
558,author,16723,558
559,author,16728,559
560,author,16737,560
561,author,16755,561
562,author,16762,562
563,author,16764,563
564,author,16766,564
565,author,16771,565
566,author,16778,566
567,author,16781,567
568,author,16782,568
569,author,16789,569
570,author,16793,570
571,author,16807,571
572,author,16811,572
573,author,16818,573
574,author,16821,574
575,author,16830,575
576,author,16835,576
577,author,16838,577
578,author,16845,578
579,author,16849,579
580,author,16850,580
581,author,16855,581
582,author,16865,582
583,author,16878,583
584,author,16893,584
585,author,16895,585
586,author,16896,586
587,author,16897,587
588,author,16899,588
589,author,16900,589
590,author,16911,590
591,author,16914,591
592,author,16918,592
593,author,16929,593
594,author,16931,594
595,author,16932,595
596,author,16933,596
597,author,16934,597
598,author,16949,598
599,author,16964,599
600,author,16968,600
601,author,16969,601
602,author,16973,602
603,author,16988,603
604,author,16996,604
605,author,17000,605
606,author,17014,606
607,author,17015,607
608,author,17019,608
609,author,17037,609
610,author,17041,610
611,author,17045,611
612,author,17054,612
613,author,17057,613
614,author,17059,614
615,author,17076,615
616,author,17085,616
617,author,17093,617
618,author,17095,618
619,author,17101,619
620,author,17104,620
621,author,17107,621
622,author,17144,622
623,author,17148,623
624,author,17161,624
625,author,17164,625
626,author,17183,626
627,author,17192,627
628,author,17198,628
629,author,17199,629
630,author,17207,630
631,author,17210,631
632,author,17211,632
633,author,17217,633
634,author,17218,634
635,author,17221,635
636,author,17223,636
637,author,17224,637
638,author,17230,638
639,author,17240,639
640,author,17242,640
641,author,17247,641
642,author,17251,642
643,author,17262,643
644,author,17263,644
645,author,17281,645
646,author,17284,646
647,author,17302,647
648,author,17312,648
649,author,17313,649
650,author,17314,650
651,author,17316,651
652,author,17317,652
653,author,17319,653
654,author,17361,654
655,author,17362,655
656,author,17365,656
657,author,17381,657
658,author,17383,658
659,author,17386,659
660,author,17388,660
661,author,17397,661
662,author,17399,662
663,author,17403,663
664,author,17411,664
665,author,17412,665
666,author,17414,666
667,author,17422,667
668,author,17423,668
669,author,17424,669
670,author,17434,670
671,author,17436,671
672,author,17439,672
673,author,17440,673
674,author,17452,674
675,author,17457,675
676,author,17459,676
677,author,17468,677
678,author,17477,678
679,author,17479,679
680,author,17480,680
681,author,17484,681
682,author,17485,682
683,author,17487,683
684,author,17489,684
685,author,17496,685
686,author,17508,686
687,author,17511,687
688,author,17517,688
689,author,17528,689
690,author,17529,690
691,author,17530,691
692,author,17544,692
693,author,17550,693
694,author,17562,694
695,author,17565,695
696,author,17568,696
697,author,17569,697
698,author,17573,698
699,author,17577,699
700,author,17583,700
701,author,17596,701
702,author,17606,702
703,author,17613,703
704,author,17614,704
705,author,17633,705
706,author,17635,706
707,author,17646,707
708,author,17668,708
709,author,17669,709
710,author,17671,710
711,author,17678,711
712,author,17693,712
713,author,17712,713
714,author,17714,714
715,author,17719,715
716,author,17724,716
717,author,17752,717
718,author,17762,718
719,author,17763,719
720,author,17764,720
721,author,17766,721
722,author,17770,722
723,author,17781,723
724,author,17783,724
725,author,17805,725
726,author,17807,726
727,author,17818,727
728,author,17823,728
729,author,17829,729
730,author,17838,730
731,author,17840,731
732,author,17841,732
733,author,17849,733
734,author,17860,734
735,author,17863,735
736,author,17864,736
737,author,17866,737
738,author,17869,738
739,author,17871,739
740,author,17894,740
741,author,17902,741
742,author,17912,742
743,author,17935,743
744,author,17952,744
745,author,17954,745
746,author,17969,746
747,author,17996,747
748,author,18004,748
749,author,18005,749
750,author,18006,750
751,author,18018,751
752,author,18019,752
753,author,18022,753
754,author,18025,754
755,author,18027,755
756,author,18028,756
757,author,18029,757
758,author,18032,758
759,author,18035,759
760,author,18036,760
761,author,18045,761
762,author,18047,762
763,author,18053,763
764,author,18057,764
765,author,18062,765
766,author,18072,766
767,author,18073,767
768,author,18074,768
769,author,18084,769
770,author,18093,770
771,author,18099,771
772,author,18104,772
773,author,18118,773
774,author,18123,774
775,author,18125,775
776,author,18138,776
777,author,18141,777
778,author,18148,778
779,author,18158,779
780,author,18161,780
781,author,18164,781
782,author,18182,782
783,author,18188,783
784,author,18191,784
785,author,18201,785
786,author,18204,786
787,author,18206,787
788,author,18215,788
789,author,18223,789
790,author,18238,790
791,author,18239,791
792,author,18251,792
793,author,18255,793
794,author,18260,794
795,author,18274,795
796,author,18286,796
797,author,18291,797
798,author,18296,798
799,author,18300,799
800,author,18305,800
801,author,18306,801
802,author,18312,802
803,author,18326,803
804,author,18330,804
805,author,18333,805
806,author,18336,806
807,author,18345,807
808,author,18350,808
809,author,18356,809
810,author,18363,810
811,author,18368,811
812,author,18369,812
813,author,18370,813
814,author,18380,814
815,author,18381,815
816,author,18386,816
817,author,18390,817
818,author,18395,818
819,author,18413,819
820,author,18414,820
821,author,18431,821
822,author,18452,822
823,author,18454,823
824,author,18476,824
825,author,18487,825
826,author,18491,826
827,author,18492,827
828,author,18496,828
829,author,18501,829
830,author,18505,830
831,author,18526,831
832,author,18546,832
833,author,18547,833
834,author,18550,834
835,author,18562,835
836,author,18564,836
837,author,18565,837
838,author,18580,838
839,author,18598,839
840,author,18604,840
841,author,18613,841
842,author,18614,842
843,author,18618,843
844,author,18625,844
845,author,18629,845
846,author,18632,846
847,author,18636,847
848,author,18640,848
849,author,18654,849
850,author,18660,850
851,author,18664,851
852,author,18667,852
853,author,18670,853
854,author,18718,854
855,author,18733,855
856,author,18746,856
857,author,18752,857
858,author,18760,858
859,author,18766,859
860,author,18780,860
861,author,18792,861
862,author,18797,862
863,author,18800,863
864,author,18801,864
865,author,18805,865
866,author,18811,866
867,author,18825,867
868,author,18831,868
869,author,18837,869
870,author,18869,870
871,author,18872,871
872,author,18873,872
873,author,18874,873
874,author,18876,874
875,author,18880,875
876,author,18883,876
877,author,18886,877
878,author,18892,878
879,author,18897,879
880,author,18904,880
881,author,18913,881
882,author,18917,882
883,author,18923,883
884,author,18930,884
885,author,18934,885
886,author,18940,886
887,author,18942,887
888,author,18960,888
889,author,18964,889
890,author,18968,890
891,author,18976,891
892,author,18994,892
893,author,19002,893
894,author,19012,894
895,author,19014,895
896,author,19016,896
897,author,19017,897
898,author,19022,898
899,author,19024,899
900,author,19025,900
901,author,19027,901
902,author,19028,902
903,author,19031,903
904,author,19037,904
905,author,19042,905
906,author,19057,906
907,author,19062,907
908,author,19074,908
909,author,19076,909
910,author,19095,910
911,author,19112,911
912,author,19114,912
913,author,19116,913
914,author,19117,914
915,author,19138,915
916,author,19151,916
917,author,19160,917
918,author,19163,918
919,author,19172,919
920,author,19195,920
921,author,19204,921
922,author,19216,922
923,author,19220,923
924,author,19225,924
925,author,19232,925
926,author,19233,926
927,author,19236,927
928,author,19237,928
929,author,19240,929
930,author,19249,930
931,author,19252,931
932,author,19278,932
933,author,19297,933
934,author,19315,934
935,author,19320,935
936,author,19324,936
937,author,19330,937
938,author,19332,938
939,author,19333,939
940,author,19337,940
941,author,19346,941
942,author,19347,942
943,author,19362,943
944,author,19364,944
945,author,19373,945
946,author,19380,946
947,author,19389,947
948,author,19393,948
949,author,19397,949
950,author,19399,950
951,author,19401,951
952,author,19403,952
953,author,19409,953
954,author,19410,954
955,author,19428,955
956,author,19435,956
957,author,19443,957
958,author,19445,958
959,author,19446,959
960,author,19485,960
961,author,19498,961
962,author,19509,962
963,author,19512,963
964,author,19539,964
965,author,19542,965
966,author,19543,966
967,author,19563,967
968,author,19585,968
969,author,19591,969
970,author,19592,970
971,author,19595,971
972,author,19610,972
973,author,19614,973
974,author,19617,974
975,author,19618,975
976,author,19620,976
977,author,19627,977
978,author,19633,978
979,author,19640,979
980,author,19645,980
981,author,19653,981
982,author,19656,982
983,author,19657,983
984,author,19661,984
985,author,19670,985
986,author,19677,986
987,author,19684,987
988,author,19688,988
989,author,19695,989
990,author,19708,990
991,author,19730,991
992,author,19748,992
993,author,19749,993
994,author,19758,994
995,author,19762,995
996,author,19764,996
997,author,19782,997
998,author,19793,998
999,author,19795,999
1000,author,19797,1000
1001,author,19801,1001
1002,author,19806,1002
1003,author,19823,1003
1004,author,19831,1004
1005,author,19835,1005
1006,author,19852,1006
1007,author,19858,1007
1008,author,19866,1008
1009,author,19867,1009
1010,author,19868,1010
1011,author,19870,1011
1012,author,19910,1012
1013,author,19922,1013
1014,author,19925,1014
1015,author,19926,1015
1016,author,19936,1016
1017,author,19947,1017
1018,author,19957,1018
1019,author,19959,1019
1020,author,19962,1020
1021,author,19972,1021
1022,author,19990,1022
1023,author,19992,1023
1024,author,19998,1024
1025,author,19999,1025
1026,author,20005,1026
1027,author,20014,1027
1028,author,20031,1028
1029,author,20036,1029
1030,author,20048,1030
1031,author,20049,1031
1032,author,20051,1032
1033,author,20053,1033
1034,author,20057,1034
1035,author,20063,1035
1036,author,20085,1036
1037,author,20088,1037
1038,author,20095,1038
1039,author,20106,1039
1040,author,20121,1040
1041,author,20122,1041
1042,author,20131,1042
1043,author,20133,1043
1044,author,20134,1044
1045,author,20136,1045
1046,author,20145,1046
1047,author,20158,1047
1048,author,20181,1048
1049,author,20188,1049
1050,author,20189,1050
1051,author,20190,1051
1052,author,20197,1052
1053,author,20201,1053
1054,author,20209,1054
1055,author,20229,1055
1056,author,20233,1056
1057,author,20234,1057
1058,author,20239,1058
1059,author,20241,1059
1060,author,20244,1060
1061,author,20262,1061
1062,author,20264,1062
1063,author,20265,1063
1064,author,20274,1064
1065,author,20278,1065
1066,author,20279,1066
1067,author,20280,1067
1068,author,20308,1068
1069,author,20325,1069
1070,author,20335,1070
1071,author,20337,1071
1072,author,20348,1072
1073,author,20357,1073
1074,author,20359,1074
1075,author,20368,1075
1076,author,20371,1076
1077,author,20374,1077
1078,author,20388,1078
1079,author,20392,1079
1080,author,20404,1080
1081,author,20415,1081
1082,author,20424,1082
1083,author,20428,1083
1084,author,20431,1084
1085,author,20438,1085
1086,author,20449,1086
1087,author,20456,1087
1088,author,20461,1088
1089,author,20470,1089
1090,author,20474,1090
1091,author,20480,1091
1092,author,20481,1092
1093,author,20512,1093
1094,author,20515,1094
1095,author,20523,1095
1096,author,20527,1096
1097,author,20528,1097
1098,author,20529,1098
1099,author,20530,1099
1100,author,20531,1100
1101,author,20541,1101
1102,author,20552,1102
1103,author,20561,1103
1104,author,20580,1104
1105,author,20592,1105
1106,author,20607,1106
1107,author,20610,1107
1108,author,20614,1108
1109,author,20615,1109
1110,author,20625,1110
1111,author,20630,1111
1112,author,20636,1112
1113,author,20644,1113
1114,author,20646,1114
1115,author,20691,1115
1116,author,20708,1116
1117,author,20716,1117
1118,author,20732,1118
1119,author,20746,1119
1120,author,20767,1120
1121,author,20768,1121
1122,author,20769,1122
1123,author,20775,1123
1124,author,20782,1124
1125,author,20798,1125
1126,author,20801,1126
1127,author,20819,1127
1128,author,20850,1128
1129,author,20854,1129
1130,author,20865,1130
1131,author,20870,1131
1132,author,20881,1132
1133,author,21142,1133
1134,author,21160,1134
1135,author,21385,1135
1136,author,21501,1136
1137,author,21915,1137
1138,author,22116,1138
1139,author,22147,1139
1140,author,22303,1140
1141,author,22312,1141
1142,author,22319,1142
1143,author,22488,1143
1144,author,22511,1144
1145,author,22570,1145
1146,author,22588,1146
1147,author,22597,1147
1148,author,22628,1148
1149,author,22640,1149
1150,author,22674,1150
1151,author,22727,1151
1152,author,22761,1152
1153,author,22847,1153
1154,author,22849,1154
1155,author,22869,1155
1156,author,22870,1156
1157,author,22978,1157
1158,author,22981,1158
1159,author,23145,1159
1160,author,23156,1160
1161,author,23461,1161
1162,author,23566,1162
1163,author,23723,1163
1164,author,23833,1164
1165,author,24026,1165
1166,author,24089,1166
1167,author,24147,1167
1168,author,24226,1168
1169,author,24234,1169
1170,author,24689,1170
1171,author,24692,1171
1172,author,25313,1172
1173,author,25739,1173
1174,author,26029,1174
1175,author,26030,1175
1176,author,26061,1176
1177,author,26080,1177
1178,author,26087,1178
1179,author,26093,1179
1180,author,26134,1180
1181,author,26138,1181
1182,author,26145,1182
1183,author,26175,1183
1184,author,26193,1184
1185,author,26214,1185
1186,author,26227,1186
1187,author,26251,1187
1188,author,26275,1188
1189,author,26283,1189
1190,author,26293,1190
1191,author,26301,1191
1192,author,26318,1192
1193,author,26322,1193
1194,author,26361,1194
1195,author,26371,1195
1196,author,26377,1196
1197,author,26392,1197
1198,author,26394,1198
1199,author,26401,1199
1200,author,26406,1200
1201,author,26415,1201
1202,author,26434,1202
1203,author,26466,1203
1204,author,26480,1204
1205,author,26490,1205
1206,author,26504,1206
1207,author,26505,1207
1208,author,26562,1208
1209,author,26577,1209
1210,author,26605,1210
1211,author,26629,1211
1212,author,26636,1212
1213,author,26664,1213
1214,author,26684,1214
1215,author,26685,1215
1216,author,26699,1216
1217,author,26721,1217
1218,author,26733,1218
1219,author,26794,1219
1220,author,26849,1220
1221,author,26855,1221
1222,author,26867,1222
1223,author,26887,1223
1224,author,26899,1224
1225,author,26900,1225
1226,author,26906,1226
1227,author,26907,1227
1228,author,26951,1228
1229,author,26958,1229
1230,author,26979,1230
1231,author,27011,1231
1232,author,27020,1232
1233,author,27039,1233
1234,author,27040,1234
1235,author,27048,1235
1236,author,27060,1236
1237,author,27077,1237
1238,author,27084,1238
1239,author,27085,1239
1240,author,27087,1240
1241,author,27089,1241
1242,author,27099,1242
1243,author,27110,1243
1244,author,27142,1244
1245,author,27143,1245
1246,author,27222,1246
1247,author,27255,1247
1248,author,27286,1248
1249,author,27309,1249
1250,author,27324,1250
1251,author,27344,1251
1252,author,27361,1252
1253,author,27391,1253
1254,author,27408,1254
1255,author,27454,1255
1256,author,27473,1256
1257,author,27514,1257
1258,author,27523,1258
1259,author,27539,1259
1260,author,27569,1260
1261,author,27595,1261
1262,author,27689,1262
1263,author,27710,1263
1264,author,27836,1264
1265,author,27858,1265
1266,author,27927,1266
1267,author,27947,1267
1268,author,27966,1268
1269,author,27979,1269
1270,author,27999,1270
1271,author,28003,1271
1272,author,28004,1272
1273,author,28013,1273
1274,author,28020,1274
1275,author,28062,1275
1276,author,28096,1276
1277,author,28101,1277
1278,author,28116,1278
1279,author,28190,1279
1280,author,28192,1280
1281,author,28261,1281
1282,author,28262,1282
1283,author,28292,1283
1284,author,28315,1284
1285,author,28349,1285
1286,author,28381,1286
1287,author,28437,1287
1288,author,28478,1288
1289,author,28499,1289
1290,author,28555,1290
1291,author,28560,1291
1292,author,28584,1292
1293,author,28714,1293
1294,author,28727,1294
1295,author,28746,1295
1296,author,28795,1296
1297,author,28826,1297
1298,author,28884,1298
1299,author,28899,1299
1300,author,28907,1300
1301,author,29026,1301
1302,author,29037,1302
1303,author,29166,1303
1304,author,29169,1304
1305,author,29211,1305
1306,author,29220,1306
1307,author,29257,1307
1308,author,29258,1308
1309,author,29284,1309
1310,author,29293,1310
1311,author,29302,1311
1312,author,29309,1312
1313,author,29313,1313
1314,author,29396,1314
1315,author,29431,1315
1316,author,29476,1316
1317,author,29642,1317
1318,author,29675,1318
1319,author,29735,1319
1320,author,29750,1320
1321,author,29768,1321
1322,author,29780,1322
1323,author,29802,1323
1324,author,29883,1324
1325,author,30011,1325
1326,author,30066,1326
1327,author,30081,1327
1328,author,30084,1328
1329,author,30177,1329
1330,author,30266,1330
1331,author,30360,1331
1332,author,30408,1332
1333,author,30491,1333
1334,author,30525,1334
1335,author,30530,1335
1336,author,30531,1336
1337,author,30556,1337
1338,author,31037,1338
1339,author,31072,1339
1340,author,31126,1340
1341,author,31229,1341
1342,author,31350,1342
1343,author,31378,1343
1344,author,31432,1344
1345,author,31852,1345
1346,author,31896,1346
1347,author,31928,1347
1348,author,31995,1348
1349,author,32206,1349
1350,author,32234,1350
1351,author,32269,1351
1352,author,32280,1352
1353,author,32694,1353
1354,author,32772,1354
1355,author,33093,1355
1356,author,33471,1356
1357,author,33478,1357
1358,author,33482,1358
1359,author,33483,1359
1360,author,33501,1360
1361,author,33507,1361
1362,author,33519,1362
1363,author,33521,1363
1364,author,33554,1364
1365,author,33576,1365
1366,author,33579,1366
1367,author,33581,1367
1368,author,33585,1368
1369,author,33614,1369
1370,author,33618,1370
1371,author,33620,1371
1372,author,33639,1372
1373,author,33647,1373
1374,author,33665,1374
1375,author,33693,1375
1376,author,33735,1376
1377,author,33745,1377
1378,author,33764,1378
1379,author,33765,1379
1380,author,33772,1380
1381,author,33779,1381
1382,author,33782,1382
1383,author,33794,1383
1384,author,33804,1384
1385,author,33817,1385
1386,author,33849,1386
1387,author,33867,1387
1388,author,33875,1388
1389,author,33889,1389
1390,author,33910,1390
1391,author,33918,1391
1392,author,33948,1392
1393,author,33955,1393
1394,author,33961,1394
1395,author,33967,1395
1396,author,33972,1396
1397,author,33980,1397
1398,author,33981,1398
1399,author,33994,1399
1400,author,33995,1400
1401,author,34104,1401
1402,author,34105,1402
1403,author,34106,1403
1404,author,34108,1404
1405,author,34137,1405
1406,author,34139,1406
1407,author,34143,1407
1408,author,34152,1408
1409,author,34162,1409
1410,author,34171,1410
1411,author,34176,1411
1412,author,34195,1412
1413,author,34224,1413
1414,author,34236,1414
1415,author,34287,1415
1416,author,34294,1416
1417,author,34300,1417
1418,author,34306,1418
1419,author,34312,1419
1420,author,34328,1420
1421,author,34362,1421
1422,author,34364,1422
1423,author,34398,1423
1424,author,34451,1424
1425,author,34461,1425
1426,author,34471,1426
1427,author,34476,1427
1428,author,34477,1428
1429,author,34480,1429
1430,author,34484,1430
1431,author,34486,1431
1432,author,34494,1432
1433,author,34506,1433
1434,author,34507,1434
1435,author,34533,1435
1436,author,34555,1436
1437,author,34558,1437
1438,author,34576,1438
1439,author,34586,1439
1440,author,34600,1440
1441,author,34606,1441
1442,author,34612,1442
1443,author,34619,1443
1444,author,34638,1444
1445,author,34652,1445
1446,author,34667,1446
1447,author,34668,1447
1448,author,34672,1448
1449,author,34674,1449
1450,author,34675,1450
1451,author,34679,1451
1452,author,34682,1452
